-9.765625000000000000e-03 3.999999878666671838e-01 -4.961886101162436002e-01 -1.528070197525131790e-01 3.005133289126523666e-01 5.012730041162436478e-01 1.388563186350732781e-01 2.993052130873475880e-01 2.748385588912778599e-19 -3.723551583959325065e-19
-9.521484375000000000e-03 3.999999878666671838e-01 -4.961886101162436002e-01 -1.528070197525131790e-01 3.005133289126523666e-01 5.012730041162436478e-01 1.388563186350732781e-01 2.993052130873475880e-01 3.470290846274625709e-19 -3.095719730323297235e-19
-9.277343750000000000e-03 3.999999878666671838e-01 -4.961886101162436002e-01 -1.528070197525131790e-01 3.005133289126523666e-01 5.012730041162436478e-01 1.388563186350732781e-01 2.993052130873475880e-01 4.055143879878277467e-19 -2.319504718226375491e-19
-9.033203125000000000e-03 3.999999878666671838e-01 -4.961886101162436002e-01 -1.528070197525131790e-01 3.005133289126523666e-01 5.012730041162436478e-01 1.388563186350732781e-01 2.993052130873475880e-01 4.470315455729055272e-19 -1.424612623572025369e-19
-8.789062500000000000e-03 3.999999878666671838e-01 -4.961886101162436002e-01 -1.528070197525131790e-01 3.005133289126523666e-01 5.012730041162436478e-01 1.388563186350732781e-01 2.993052130873475880e-01 4.689676815965129525e-19 -4.485453338023615488e-20
-8.544921875000000000e-03 3.999999878666671838e-01 -4.961886101162436002e-01 -1.528070197525131790e-01 3.005133289126523666e-01 5.012730041162436478e-01 1.388563186350732781e-01 2.993052130873475880e-01 4.695662549970964109e-19 5.650857469260158546e-20
-8.300781250000000000e-03 3.999999878666671838e-01 -4.961886101162436002e-01 -1.528070197525131790e-01 3.005133289126523666e-01 5.012730041162436478e-01 1.388563186350732781e-01 2.993052130873475880e-01 4.480832913965937531e-19 1.568418798656761295e-19
-8.056640625000000000e-03 3.999999878666671838e-01 -4.961886101162436002e-01 -1.528070197525131790e-01 3.005133289126523666e-01 5.012730041162436478e-01 1.388563186350732781e-01 2.993052130873475880e-01 4.049008316330393254e-19 2.511991573809152478e-19
-7.812500000000000000e-03 3.999999878666671838e-01 -4.961886101162436002e-01 -1.528070197525131790e-01 3.005133289126523666e-01 5.012730041162436478e-01 1.388563186350732781e-01 2.993052130873475880e-01 3.415499577060932070e-19 3.347625368468245323e-19
-7.568359375000000000e-03 3.999999878666671838e-01 -4.961886101162436002e-01 -1.528070197525131790e-01 3.005133289126523666e-01 5.012730041162436478e-01 1.388563186350732781e-01 2.993052130873475880e-01 2.606639897363054808e-19 4.031140135392809600e-19
